date,source,url,seg,pos_cnt,neg_cnt,neutral_cnt,total_cnt,fill_source,dict
2020-02-18,Philippine Star,https://www.philstar.com/business/2020/02/18/1993926/despite-covid-19-fitch-unit-keeps-philippines-gdp-outlook,F,1,2,252,255,auto,Correa
2020-02-18,Philippine Star,https://www.philstar.com/business/2020/02/18/1993926/despite-covid-19-fitch-unit-keeps-philippines-gdp-outlook,HP,0,0,16,16,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279287/govt-makes-full-award-of-bonds-as-yields-drop-on-strong-demand/,H,0,0,8,8,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279287/govt-makes-full-award-of-bonds-as-yields-drop-on-strong-demand/,F,0,3,279,282,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279287/govt-makes-full-award-of-bonds-as-yields-drop-on-strong-demand/,HP,0,0,27,27,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279442/moodys-cuts-phl-growth-forecast/,H,0,0,5,5,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279442/moodys-cuts-phl-growth-forecast/,F,3,7,239,249,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279442/moodys-cuts-phl-growth-forecast/,HP,0,0,23,23,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279504/phl-stocks-climb-on-inflows-due-to-virus-concerns/,H,0,1,5,6,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279504/phl-stocks-climb-on-inflows-due-to-virus-concerns/,F,5,0,237,242,auto,Correa
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279504/phl-stocks-climb-on-inflows-due-to-virus-concerns/,HP,0,1,23,24,auto,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290802/stocks-fall-on-apple-revenue-warning-dow-drops-165,H,0,0,7,7,manual,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290802/stocks-fall-on-apple-revenue-warning-dow-drops-165,F,7,15,470,492,manual,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290802/stocks-fall-on-apple-revenue-warning-dow-drops-165,HP,1,1,17,19,manual,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290827/asian-markets-rebound-on-hopes-for-limited-virus-impact,H,1,0,6,7,manual,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290827/asian-markets-rebound-on-hopes-for-limited-virus-impact,F,3,4,310,317,manual,Correa
2020-02-19,Inquirer,https://business.inquirer.net/290827/asian-markets-rebound-on-hopes-for-limited-virus-impact,HP,2,0,23,25,manual,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279522/term-deposit-yields-drop-despite-decline-in-bids/,H,0,0,7,7,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279522/term-deposit-yields-drop-despite-decline-in-bids/,F,2,4,365,371,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279522/term-deposit-yields-drop-despite-decline-in-bids/,HP,0,0,30,30,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279662/sp-trims-philippines-2020-growth-outlook/,H,0,0,4,4,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279662/sp-trims-philippines-2020-growth-outlook/,F,1,9,217,227,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279662/sp-trims-philippines-2020-growth-outlook/,HP,0,0,21,21,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279749/shares-rise-further-as-china-cuts-benchmark-rate/,H,0,0,6,6,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279749/shares-rise-further-as-china-cuts-benchmark-rate/,F,6,2,237,245,auto,Correa
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279749/shares-rise-further-as-china-cuts-benchmark-rate/,HP,1,0,19,20,auto,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290887/psei-moves-up-closer-to-7400-level,H,0,0,4,4,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290887/psei-moves-up-closer-to-7400-level,F,1,5,178,184,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290887/psei-moves-up-closer-to-7400-level,HP,0,1,24,25,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290896/us-stocks-brush-off-latest-loss-return-to-record-heights,H,0,0,7,7,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290896/us-stocks-brush-off-latest-loss-return-to-record-heights,F,12,11,386,409,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290896/us-stocks-brush-off-latest-loss-return-to-record-heights,HP,0,0,24,24,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290904/asian-stocks-mixed-after-wall-street-rises-to-record,H,0,0,7,7,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290904/asian-stocks-mixed-after-wall-street-rises-to-record,F,13,14,349,376,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290904/asian-stocks-mixed-after-wall-street-rises-to-record,HP,1,1,24,26,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290930/hot-money-fled-ph-at-start-of-2020-due-to-bad-news-on-local-foreign-fronts-says-bsp,H,0,1,11,12,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290930/hot-money-fled-ph-at-start-of-2020-due-to-bad-news-on-local-foreign-fronts-says-bsp,F,0,2,205,207,manual,Correa
2020-02-20,Inquirer,https://business.inquirer.net/290930/hot-money-fled-ph-at-start-of-2020-due-to-bad-news-on-local-foreign-fronts-says-bsp,HP,0,2,34,36,manual,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252273-imf-warns-china-novel-coronavirus-hitting-fragile-global-economy/,H,0,1,7,8,auto,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252273-imf-warns-china-novel-coronavirus-hitting-fragile-global-economy/,F,4,15,274,293,auto,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252273-imf-warns-china-novel-coronavirus-hitting-fragile-global-economy/,HP,0,1,7,8,auto,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252315-china-cuts-loan-rate-as-it-battles-novel-coronavirus-impact/,H,0,0,7,7,auto,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252315-china-cuts-loan-rate-as-it-battles-novel-coronavirus-impact/,F,1,7,233,241,auto,Correa
2020-02-20,Rappler,https://www.rappler.com/business/252315-china-cuts-loan-rate-as-it-battles-novel-coronavirus-impact/,HP,0,0,7,7,auto,Correa
2020-02-21,Business Mirror,https://businessmirror.com.ph/2020/02/21/bank-indonesia-resumes-rate-cuts-amid-growing-concerns-over-virus/,H,0,1,8,9,manual,Correa
2020-02-21,Business Mirror,https://businessmirror.com.ph/2020/02/21/bank-indonesia-resumes-rate-cuts-amid-growing-concerns-over-virus/,F,1,4,313,318,manual,Correa
2020-02-21,Business Mirror,https://businessmirror.com.ph/2020/02/21/bank-indonesia-resumes-rate-cuts-amid-growing-concerns-over-virus/,HP,0,1,29,30,manual,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279734/china-cuts-benchmark-rate-as-virus-shock-affects-economy/,H,0,0,8,8,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279734/china-cuts-benchmark-rate-as-virus-shock-affects-economy/,F,0,9,372,381,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279734/china-cuts-benchmark-rate-as-virus-shock-affects-economy/,HP,0,0,29,29,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279768/balance-of-payments-swings-to-deficit-in-january/,H,0,0,5,5,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279768/balance-of-payments-swings-to-deficit-in-january/,F,5,8,476,489,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279768/balance-of-payments-swings-to-deficit-in-january/,HP,0,0,24,24,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279885/more-hot-money-leaves-phl-markets/,H,0,0,5,5,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279885/more-hot-money-leaves-phl-markets/,F,3,4,323,330,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279885/more-hot-money-leaves-phl-markets/,HP,0,0,28,28,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279922/pse-index-falls-back-to-7300-level/,H,0,0,4,4,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279922/pse-index-falls-back-to-7300-level/,F,2,5,174,181,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279922/pse-index-falls-back-to-7300-level/,HP,0,0,14,14,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279925/peso-weakens-as-virus-continues-to-spread/,H,0,0,5,5,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279925/peso-weakens-as-virus-continues-to-spread/,F,1,6,178,185,auto,Correa
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279925/peso-weakens-as-virus-continues-to-spread/,HP,0,1,25,26,auto,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290958/world-bank-ok-of-500-m-loan-seen-in-may,H,0,0,5,5,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290958/world-bank-ok-of-500-m-loan-seen-in-may,F,2,0,129,131,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290958/world-bank-ok-of-500-m-loan-seen-in-may,HP,0,0,33,33,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290964/hot-money-fled-ph-in-jan-due-to-bad-news-says-bsp,H,0,1,8,9,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290964/hot-money-fled-ph-in-jan-due-to-bad-news-says-bsp,F,0,2,226,228,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290964/hot-money-fled-ph-in-jan-due-to-bad-news-says-bsp,HP,0,2,32,34,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290976/sp-500-spins-lower-in-choppy-trading-as-caution-returns,H,0,0,5,5,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290976/sp-500-spins-lower-in-choppy-trading-as-caution-returns,F,2,12,412,426,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290976/sp-500-spins-lower-in-choppy-trading-as-caution-returns,HP,0,1,21,22,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290991/asian-stocks-follow-wall-street-lower-on-renewed-virus-fears,H,0,1,8,9,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290991/asian-stocks-follow-wall-street-lower-on-renewed-virus-fears,F,1,13,399,413,manual,Correa
2020-02-21,Inquirer,https://business.inquirer.net/290991/asian-stocks-follow-wall-street-lower-on-renewed-virus-fears,HP,0,2,28,30,manual,Correa
2020-02-23,Rappler,https://www.rappler.com/business/252493-novel-coronavirus-hits-shipping-global-economic-strain/,H,0,1,6,7,auto,Correa
2020-02-23,Rappler,https://www.rappler.com/business/252493-novel-coronavirus-hits-shipping-global-economic-strain/,F,2,17,420,439,auto,Correa
2020-02-23,Rappler,https://www.rappler.com/business/252493-novel-coronavirus-hits-shipping-global-economic-strain/,HP,0,1,6,7,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/279975/shares-seen-steady-on-firms-earnings-reports/,H,0,0,6,6,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/279975/shares-seen-steady-on-firms-earnings-reports/,F,2,4,252,258,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/279975/shares-seen-steady-on-firms-earnings-reports/,HP,0,0,7,7,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280041/treasury-bills-expected-to-fetch-lower-rates-on-liquidity-growth/,H,0,0,8,8,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280041/treasury-bills-expected-to-fetch-lower-rates-on-liquidity-growth/,F,0,5,287,292,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280041/treasury-bills-expected-to-fetch-lower-rates-on-liquidity-growth/,HP,0,1,29,30,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280043/peso-to-decline-due-to-negative-sentiment-on-coronavirus-spread/,H,0,1,5,6,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280043/peso-to-decline-due-to-negative-sentiment-on-coronavirus-spread/,F,1,11,333,345,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280043/peso-to-decline-due-to-negative-sentiment-on-coronavirus-spread/,HP,0,1,20,21,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280245/pse-index-slumps-on-worries-over-coronavirus/,H,0,2,3,5,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280245/pse-index-slumps-on-worries-over-coronavirus/,F,1,12,223,236,auto,Correa
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280245/pse-index-slumps-on-worries-over-coronavirus/,HP,0,4,13,17,auto,Correa
2020-02-24,Inquirer,https://business.inquirer.net/291187/asian-shares-take-hit-as-new-virus-cases-jump-outside-china,H,0,0,9,9,manual,Correa
2020-02-24,Inquirer,https://business.inquirer.net/291187/asian-shares-take-hit-as-new-virus-cases-jump-outside-china,F,1,17,272,290,manual,Correa
2020-02-24,Inquirer,https://business.inquirer.net/291187/asian-shares-take-hit-as-new-virus-cases-jump-outside-china,HP,0,0,27,27,manual,Correa
2020-02-24,Rappler,https://www.rappler.com/business/252522-novel-coronavirus-puts-global-recovery-at-risk-imf-g20/,H,1,1,6,8,auto,Correa
2020-02-24,Rappler,https://www.rappler.com/business/252522-novel-coronavirus-puts-global-recovery-at-risk-imf-g20/,F,7,12,347,366,auto,Correa
2020-02-24,Rappler,https://www.rappler.com/business/252522-novel-coronavirus-puts-global-recovery-at-risk-imf-g20/,HP,1,1,6,8,auto,Correa
2020-02-25,Business World,https://www.bworldonline.com/editors-picks/2020/02/25/280251/yields-on-t-bills-decline-across-the-board/,H,0,0,4,4,auto,Correa
2020-02-25,Business World,https://www.bworldonline.com/editors-picks/2020/02/25/280251/yields-on-t-bills-decline-across-the-board/,F,0,4,384,388,auto,Correa
2020-02-25,Business World,https://www.bworldonline.com/editors-picks/2020/02/25/280251/yields-on-t-bills-decline-across-the-board/,HP,0,0,17,17,auto,Correa
2020-02-25,Inquirer,https://business.inquirer.net/291246/asian-shares-extend-losses-after-dow-drops-more-than-1000,H,0,1,5,6,manual,Correa
2020-02-25,Inquirer,https://business.inquirer.net/291246/asian-shares-extend-losses-after-dow-drops-more-than-1000,F,7,30,456,493,manual,Correa
2020-02-25,Inquirer,https://business.inquirer.net/291246/asian-shares-extend-losses-after-dow-drops-more-than-1000,HP,0,5,25,30,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/bsp-to-ease-rules-for-banks-hit-by-covid-19-swine-flu-outbreaks/,H,0,0,9,9,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/bsp-to-ease-rules-for-banks-hit-by-covid-19-swine-flu-outbreaks/,F,2,5,144,151,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/bsp-to-ease-rules-for-banks-hit-by-covid-19-swine-flu-outbreaks/,HP,0,0,26,26,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/emerging-market-bonds-on-fire-but-worries-remain/,H,0,1,4,5,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/emerging-market-bonds-on-fire-but-worries-remain/,F,4,16,323,343,manual,Correa
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/emerging-market-bonds-on-fire-but-worries-remain/,HP,1,2,17,20,manual,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280434/coronavirus-earnings-to-drive-trading-at-pse/,H,0,0,5,5,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280434/coronavirus-earnings-to-drive-trading-at-pse/,F,1,6,251,258,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280434/coronavirus-earnings-to-drive-trading-at-pse/,HP,0,0,23,23,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280438/bank-of-korea-seen-cutting-benchmark-rate-to-record-low-to-battle-coronavirus-reuters-poll/,H,0,0,12,12,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280438/bank-of-korea-seen-cutting-benchmark-rate-to-record-low-to-battle-coronavirus-reuters-poll/,F,3,6,261,270,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280438/bank-of-korea-seen-cutting-benchmark-rate-to-record-low-to-battle-coronavirus-reuters-poll/,HP,0,0,40,40,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280440/bsp-to-grant-regulatory-relief-to-lenders-affected-by-asf-covid-19-spread/,H,0,0,9,9,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280440/bsp-to-grant-regulatory-relief-to-lenders-affected-by-asf-covid-19-spread/,F,3,11,255,269,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280440/bsp-to-grant-regulatory-relief-to-lenders-affected-by-asf-covid-19-spread/,HP,0,1,29,30,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280636/psei-plunges-to-6900-level-as-covid-19-spreads/,H,0,0,5,5,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280636/psei-plunges-to-6900-level-as-covid-19-spreads/,F,1,8,209,218,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280636/psei-plunges-to-6900-level-as-covid-19-spreads/,HP,0,3,18,21,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280747/world-trade-and-the-virus/,H,0,0,3,3,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280747/world-trade-and-the-virus/,F,0,3,268,271,auto,Correa
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280747/world-trade-and-the-virus/,HP,0,0,25,25,auto,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291302/stocks-sink-bonds-soar-on-fears-virus-will-stunt-economy,H,0,1,7,8,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291302/stocks-sink-bonds-soar-on-fears-virus-will-stunt-economy,F,4,32,478,514,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291302/stocks-sink-bonds-soar-on-fears-virus-will-stunt-economy,HP,0,4,24,28,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291305/covid-19-seen-to-weigh-down-phs-q1-growth,H,0,0,5,5,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291305/covid-19-seen-to-weigh-down-phs-q1-growth,F,1,4,201,206,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291305/covid-19-seen-to-weigh-down-phs-q1-growth,HP,0,1,24,25,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291313/asian-shares-slide-on-fears-virus-will-stunt-global-economy,H,0,2,6,8,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291313/asian-shares-slide-on-fears-virus-will-stunt-global-economy,F,4,31,468,503,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291313/asian-shares-slide-on-fears-virus-will-stunt-global-economy,HP,0,4,22,26,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291316/asian-markets-take-another-hit-as-virus-quickly-spreads,H,0,0,6,6,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291316/asian-markets-take-another-hit-as-virus-quickly-spreads,F,2,9,316,327,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291316/asian-markets-take-another-hit-as-virus-quickly-spreads,HP,0,0,23,23,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291322/bsp-tightens-rules-on-capital-to-shield-small-banks-from-market-shocks,H,0,0,9,9,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291322/bsp-tightens-rules-on-capital-to-shield-small-banks-from-market-shocks,F,7,2,221,230,manual,Correa
2020-02-26,Inquirer,https://business.inquirer.net/291322/bsp-tightens-rules-on-capital-to-shield-small-banks-from-market-shocks,HP,2,0,29,31,manual,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252764-philippine-stock-exchange-index-february-26-2020/,H,0,0,5,5,auto,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252764-philippine-stock-exchange-index-february-26-2020/,F,0,5,163,168,auto,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252764-philippine-stock-exchange-index-february-26-2020/,HP,0,0,5,5,auto,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252800-updates-global-stock-markets-february-26-2020/,H,0,0,7,7,auto,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252800-updates-global-stock-markets-february-26-2020/,F,5,5,234,244,auto,Correa
2020-02-26,Rappler,https://www.rappler.com/business/252800-updates-global-stock-markets-february-26-2020/,HP,0,0,7,7,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280643/hong-kong-banks-face-virus-toll-on-asset-quality-loan-growth/,H,0,0,9,9,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280643/hong-kong-banks-face-virus-toll-on-asset-quality-loan-growth/,F,1,13,265,279,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280643/hong-kong-banks-face-virus-toll-on-asset-quality-loan-growth/,HP,0,1,28,29,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280644/yields-on-term-deposits-decline-as-covid-19-worries-affect-rates/,H,0,1,7,8,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280644/yields-on-term-deposits-decline-as-covid-19-worries-affect-rates/,F,0,8,321,329,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280644/yields-on-term-deposits-decline-as-covid-19-worries-affect-rates/,HP,0,1,36,37,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280944/index-rebounds-as-investors-pick-up-bargains/,H,0,0,5,5,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280944/index-rebounds-as-investors-pick-up-bargains/,F,3,4,227,234,auto,Correa
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280944/index-rebounds-as-investors-pick-up-bargains/,HP,0,2,17,19,auto,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291335/bsp-tightens-capital-rules-to-protect-small-banks-from-shocks,H,0,0,8,8,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291335/bsp-tightens-capital-rules-to-protect-small-banks-from-shocks,F,6,2,174,182,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291335/bsp-tightens-capital-rules-to-protect-small-banks-from-shocks,HP,2,0,29,31,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291339/covid-19-to-cut-q1-growth,H,0,0,3,3,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291339/covid-19-to-cut-q1-growth,F,1,4,174,179,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291339/covid-19-to-cut-q1-growth,HP,0,1,20,21,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291341/stocks-post-biggest-one-day-drop-in-4-years,H,0,0,6,6,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291341/stocks-post-biggest-one-day-drop-in-4-years,F,1,13,192,206,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291341/stocks-post-biggest-one-day-drop-in-4-years,HP,0,1,22,23,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291355/adb-aiib-step-up-financial-support-to-address-covid-19-outbreak,H,0,0,8,8,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291355/adb-aiib-step-up-financial-support-to-address-covid-19-outbreak,F,5,6,381,392,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291355/adb-aiib-step-up-financial-support-to-address-covid-19-outbreak,HP,1,0,50,51,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291360/asian-shares-slump-after-trump-announcement-on-virus-plans,H,0,1,6,7,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291360/asian-shares-slump-after-trump-announcement-on-virus-plans,F,4,16,313,333,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291360/asian-shares-slump-after-trump-announcement-on-virus-plans,HP,0,1,21,22,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291376/bsp-chief-says-sustained-reforms-key-to-shielding-ph-from-global-economic-turmoil,H,0,1,10,11,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291376/bsp-chief-says-sustained-reforms-key-to-shielding-ph-from-global-economic-turmoil,F,4,7,256,267,manual,Correa
2020-02-27,Inquirer,https://business.inquirer.net/291376/bsp-chief-says-sustained-reforms-key-to-shielding-ph-from-global-economic-turmoil,HP,0,1,29,30,manual,Correa
2020-02-27,Philippine Star,https://www.philstar.com/business/2020/02/27/1996294/pandemic-fears-jolt-global-markets-psei-falls-below-7000,H,0,1,6,7,auto,Correa
2020-02-27,Philippine Star,https://www.philstar.com/business/2020/02/27/1996294/pandemic-fears-jolt-global-markets-psei-falls-below-7000,F,0,14,283,297,auto,Correa
2020-02-27,Philippine Star,https://www.philstar.com/business/2020/02/27/1996294/pandemic-fears-jolt-global-markets-psei-falls-below-7000,HP,0,2,12,14,auto,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291397/psei-recoups-part-of-wednesday-losses-but-remains-below-7000,H,0,1,4,5,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291397/psei-recoups-part-of-wednesday-losses-but-remains-below-7000,F,7,7,205,219,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291397/psei-recoups-part-of-wednesday-losses-but-remains-below-7000,HP,1,1,14,16,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291401/bsp-chief-sustained-reforms-to-shield-ph-from-global-economic-turmoil,H,0,1,8,9,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291401/bsp-chief-sustained-reforms-to-shield-ph-from-global-economic-turmoil,F,4,6,226,236,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291401/bsp-chief-sustained-reforms-to-shield-ph-from-global-economic-turmoil,HP,0,2,26,28,manual,Correa
2020-02-28,Inquirer,https://business.inquirer.net/291405/think-tank-covid-19-to-put-strain-on-ph-growth-%e2%80%8din-2020,H,0,1,5,6,manual,Correa
