dictionary,dv,segment,direction,maxlag,N,ssr_ftest_F,ssr_ftest_p,q_bh,reject_bh,m_tests,alpha_bh,predictor,response
LM,psei_ret,F_L,DV→Z,1,69,1.2353256244248687,0.27046808439619446,0.5674554575843334,False,15.0,0.05,psei_ret,z_F_L
LM,psei_ret,F_L,DV→Z,2,69,0.6233187523746461,0.539487882987955,0.6901653910813286,False,15.0,0.05,psei_ret,z_F_L
LM,psei_ret,F_L,DV→Z,3,69,0.45970679640810697,0.711476078522494,0.8209339367567238,False,15.0,0.05,psei_ret,z_F_L
LM,psei_ret,F_L,DV→Z,4,69,0.2416798203462757,0.9135012970032502,0.9517356872321809,False,15.0,0.05,psei_ret,z_F_L
LM,psei_ret,F_L,DV→Z,5,69,0.22144610048840857,0.9517356872321809,0.9517356872321809,False,15.0,0.05,psei_ret,z_F_L
LM,psei_ret,HP_L,DV→Z,1,69,0.6521391091147158,0.42229434407300026,0.6334415161095004,False,15.0,0.05,psei_ret,z_HP_L
LM,psei_ret,HP_L,DV→Z,2,69,1.7462513139700495,0.18289557675672094,0.5674554575843334,False,15.0,0.05,psei_ret,z_HP_L
LM,psei_ret,HP_L,DV→Z,3,69,1.2420016154187412,0.30264291071164445,0.5674554575843334,False,15.0,0.05,psei_ret,z_HP_L
LM,psei_ret,HP_L,DV→Z,4,69,1.0198891912283594,0.4050466720830316,0.6334415161095004,False,15.0,0.05,psei_ret,z_HP_L
LM,psei_ret,HP_L,DV→Z,5,69,0.803684498925911,0.5521323128650629,0.6901653910813286,False,15.0,0.05,psei_ret,z_HP_L
LM,psei_ret,H_L,DV→Z,1,69,1.8442529142522404,0.17914873361692035,0.5674554575843334,False,15.0,0.05,psei_ret,z_H_L
LM,psei_ret,H_L,DV→Z,2,69,2.2267038434688016,0.11644140383731463,0.5674554575843334,False,15.0,0.05,psei_ret,z_H_L
LM,psei_ret,H_L,DV→Z,3,69,1.4605690442940502,0.23452860763417702,0.5674554575843334,False,15.0,0.05,psei_ret,z_H_L
LM,psei_ret,H_L,DV→Z,4,69,1.4301356419694389,0.2360214043383672,0.5674554575843334,False,15.0,0.05,psei_ret,z_H_L
LM,psei_ret,H_L,DV→Z,5,69,1.2670487937198014,0.291870152307373,0.5674554575843334,False,15.0,0.05,psei_ret,z_H_L
LM,psei_ret,F_L,Z→DV,1,69,0.988282126654327,0.3238490739859563,0.9620779297789653,False,15.0,0.05,z_F_L,psei_ret
LM,psei_ret,F_L,Z→DV,2,69,0.5308159581341312,0.5907735062279587,0.9620779297789653,False,15.0,0.05,z_F_L,psei_ret
LM,psei_ret,F_L,Z→DV,3,69,0.43345261392949264,0.7298362619814036,0.9620779297789653,False,15.0,0.05,z_F_L,psei_ret
LM,psei_ret,F_L,Z→DV,4,69,0.5502455057437602,0.6995934551676775,0.9620779297789653,False,15.0,0.05,z_F_L,psei_ret
LM,psei_ret,F_L,Z→DV,5,69,0.4874668402677728,0.7840926234503467,0.9620779297789653,False,15.0,0.05,z_F_L,psei_ret
LM,psei_ret,HP_L,Z→DV,1,69,1.18819279656566,0.2797189855072758,0.9620779297789653,False,15.0,0.05,z_HP_L,psei_ret
LM,psei_ret,HP_L,Z→DV,2,69,0.565555156927277,0.570947428678555,0.9620779297789653,False,15.0,0.05,z_HP_L,psei_ret
LM,psei_ret,HP_L,Z→DV,3,69,0.2662365817932719,0.849462128724369,0.9620779297789653,False,15.0,0.05,z_HP_L,psei_ret
LM,psei_ret,HP_L,Z→DV,4,69,0.23355347387205525,0.9183294237043692,0.9620779297789653,False,15.0,0.05,z_HP_L,psei_ret
LM,psei_ret,HP_L,Z→DV,5,69,0.22006679727257128,0.9523624798345713,0.9620779297789653,False,15.0,0.05,z_HP_L,psei_ret
LM,psei_ret,H_L,Z→DV,1,69,1.0314958231351672,0.31357320994505616,0.9620779297789653,False,15.0,0.05,z_H_L,psei_ret
