date,source,url,seg,pos_cnt,neg_cnt,neutral_cnt,total_cnt,fill_source,dict
2020-02-05,Business World,https://www.bworldonline.com/editors-picks/2020/02/05/277014/shares-climb-further-as-global-markets-rebound/,F,5,4,210,219,auto,LM
2020-02-05,Business World,https://www.bworldonline.com/editors-picks/2020/02/05/277014/shares-climb-further-as-global-markets-rebound/,HP,2,1,17,20,auto,LM
2020-02-05,Inquirer,https://business.inquirer.net/289776/asian-shares-up-on-china-efforts-despite-virus-worries,H,1,1,5,7,manual,LM
2020-02-05,Inquirer,https://business.inquirer.net/289776/asian-shares-up-on-china-efforts-despite-virus-worries,F,14,23,490,527,manual,LM
2020-02-05,Inquirer,https://business.inquirer.net/289776/asian-shares-up-on-china-efforts-despite-virus-worries,HP,1,3,19,23,manual,LM
2020-02-05,Inquirer,https://business.inquirer.net/289803/bsp-seen-unlocking-more-liquidity-with-new-rate-cut-despite-january-inflation-hike,H,1,1,9,11,manual,LM
2020-02-05,Inquirer,https://business.inquirer.net/289803/bsp-seen-unlocking-more-liquidity-with-new-rate-cut-despite-january-inflation-hike,F,3,13,257,273,manual,LM
2020-02-05,Inquirer,https://business.inquirer.net/289803/bsp-seen-unlocking-more-liquidity-with-new-rate-cut-despite-january-inflation-hike,HP,2,2,28,32,manual,LM
2020-02-05,Rappler,https://www.rappler.com/business/251067-world-bank-to-lower-global-growth-forecast-novel-coronavirus-outbreak/,H,0,0,8,8,auto,LM
2020-02-05,Rappler,https://www.rappler.com/business/251067-world-bank-to-lower-global-growth-forecast-novel-coronavirus-outbreak/,F,2,12,179,193,auto,LM
2020-02-05,Rappler,https://www.rappler.com/business/251067-world-bank-to-lower-global-growth-forecast-novel-coronavirus-outbreak/,HP,0,0,8,8,auto,LM
2020-02-05,Rappler,https://www.rappler.com/business/251096-china-stuttering-economy-braces-impact-deadly-novel-coronavirus/,H,0,0,7,7,auto,LM
2020-02-05,Rappler,https://www.rappler.com/business/251096-china-stuttering-economy-braces-impact-deadly-novel-coronavirus/,F,5,27,471,503,auto,LM
2020-02-05,Rappler,https://www.rappler.com/business/251096-china-stuttering-economy-braces-impact-deadly-novel-coronavirus/,HP,0,0,7,7,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277017/demand-for-term-deposits-declines-amid-concerns/,H,0,2,4,6,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277017/demand-for-term-deposits-declines-amid-concerns/,F,3,10,231,244,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277017/demand-for-term-deposits-declines-amid-concerns/,HP,0,5,21,26,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277220/pse-index-rises-to-7500-level-on-firms-earnings/,H,0,0,6,6,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277220/pse-index-rises-to-7500-level-on-firms-earnings/,F,9,8,219,236,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277220/pse-index-rises-to-7500-level-on-firms-earnings/,HP,1,2,15,18,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277221/peso-climbs-as-equities-rebound/,H,1,0,3,4,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277221/peso-climbs-as-equities-rebound/,F,7,12,217,236,auto,LM
2020-02-06,Business World,https://www.bworldonline.com/editors-picks/2020/02/06/277221/peso-climbs-as-equities-rebound/,HP,2,0,14,16,auto,LM
2020-02-06,Inquirer,https://business.inquirer.net/289827/bargain-hunting-propels-psei-out-of-bear-territory,H,0,0,6,6,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289827/bargain-hunting-propels-psei-out-of-bear-territory,F,4,6,186,196,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289827/bargain-hunting-propels-psei-out-of-bear-territory,HP,0,0,36,36,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289834/bsp-seen-cutting-key-interest-rate-at-feb-6-meet-despite-inflation-uptick,H,1,0,9,10,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289834/bsp-seen-cutting-key-interest-rate-at-feb-6-meet-despite-inflation-uptick,F,2,12,248,262,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289834/bsp-seen-cutting-key-interest-rate-at-feb-6-meet-despite-inflation-uptick,HP,2,1,29,32,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289842/us-stocks-extend-rally-sp-500-nasdaq-at-all-time-highs,H,0,0,5,5,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289842/us-stocks-extend-rally-sp-500-nasdaq-at-all-time-highs,F,17,18,416,451,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289842/us-stocks-extend-rally-sp-500-nasdaq-at-all-time-highs,HP,1,0,19,20,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289846/disconnect-stocks-rising-despite-fears-over-the-coronavirus,H,1,1,4,6,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289846/disconnect-stocks-rising-despite-fears-over-the-coronavirus,F,8,16,391,415,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289846/disconnect-stocks-rising-despite-fears-over-the-coronavirus,HP,1,2,12,15,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289875/bsp-doesnt-disappoint-seers-cuts-interest-rate-anew,H,0,1,6,7,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289875/bsp-doesnt-disappoint-seers-cuts-interest-rate-anew,F,1,10,229,240,manual,LM
2020-02-06,Inquirer,https://business.inquirer.net/289875/bsp-doesnt-disappoint-seers-cuts-interest-rate-anew,HP,0,1,8,9,manual,LM
2020-02-06,Rappler,https://www.rappler.com/business/251118-novel-coronavirus-new-layer-uncertainty-european-economy-lagarde/,H,0,0,6,6,auto,LM
2020-02-06,Rappler,https://www.rappler.com/business/251118-novel-coronavirus-new-layer-uncertainty-european-economy-lagarde/,F,1,2,143,146,auto,LM
2020-02-06,Rappler,https://www.rappler.com/business/251118-novel-coronavirus-new-layer-uncertainty-european-economy-lagarde/,HP,0,0,6,6,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277228/reserve-bank-of-india-keeps-rates-steady-opens-door-to-more-easing/,H,0,1,8,9,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277228/reserve-bank-of-india-keeps-rates-steady-opens-door-to-more-easing/,F,5,8,292,305,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277228/reserve-bank-of-india-keeps-rates-steady-opens-door-to-more-easing/,HP,0,2,24,26,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277367/bsp-cuts-key-rate-on-virus-outbreak/,H,0,0,6,6,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277367/bsp-cuts-key-rate-on-virus-outbreak/,F,3,20,346,369,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277367/bsp-cuts-key-rate-on-virus-outbreak/,HP,0,0,7,7,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277422/psei-closes-flat-as-bsp-cuts-key-rates/,H,0,0,7,7,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277422/psei-closes-flat-as-bsp-cuts-key-rates/,F,2,8,164,174,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277422/psei-closes-flat-as-bsp-cuts-key-rates/,HP,0,0,20,20,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277424/peso-rises-further-on-rate-cut-bets/,H,0,1,4,5,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277424/peso-rises-further-on-rate-cut-bets/,F,9,6,176,191,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277424/peso-rises-further-on-rate-cut-bets/,HP,1,2,16,19,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277436/gross-international-reserves-slip-in-january/,H,0,0,5,5,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277436/gross-international-reserves-slip-in-january/,F,4,6,389,399,auto,LM
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277436/gross-international-reserves-slip-in-january/,HP,0,0,21,21,auto,LM
2020-02-07,Inquirer,https://business.inquirer.net/289909/bsp-makes-preemptive-rate-cut-to-protect-economy,H,0,1,6,7,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289909/bsp-makes-preemptive-rate-cut-to-protect-economy,F,1,10,248,259,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289909/bsp-makes-preemptive-rate-cut-to-protect-economy,HP,0,2,30,32,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289928/imf-bsp-can-further-cut-interest-rates-to-offset-growth-risks,H,0,1,6,7,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289928/imf-bsp-can-further-cut-interest-rates-to-offset-growth-risks,F,1,9,218,228,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289928/imf-bsp-can-further-cut-interest-rates-to-offset-growth-risks,HP,0,2,26,28,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289936/neda-chief-coronavirus-impact-could-shed-less-than-1-percent-off-ph-economy,H,0,0,8,8,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289936/neda-chief-coronavirus-impact-could-shed-less-than-1-percent-off-ph-economy,F,6,9,333,348,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289936/neda-chief-coronavirus-impact-could-shed-less-than-1-percent-off-ph-economy,HP,0,1,31,32,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289944/adb-earmarks-2-million-for-new-china-virus,H,0,0,6,6,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289944/adb-earmarks-2-million-for-new-china-virus,F,2,0,57,59,manual,LM
2020-02-07,Inquirer,https://business.inquirer.net/289944/adb-earmarks-2-million-for-new-china-virus,HP,1,0,25,26,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290096/imf-bsp-can-cut-interest-rates-further-to-shield-economy-from-risks,H,0,1,6,7,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290096/imf-bsp-can-cut-interest-rates-further-to-shield-economy-from-risks,F,0,9,237,246,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290096/imf-bsp-can-cut-interest-rates-further-to-shield-economy-from-risks,HP,0,2,24,26,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290120/china-virus-how-heavy-the-blow-on-ph-economy,H,0,0,6,6,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290120/china-virus-how-heavy-the-blow-on-ph-economy,F,9,19,552,580,manual,LM
2020-02-08,Inquirer,https://business.inquirer.net/290120/china-virus-how-heavy-the-blow-on-ph-economy,HP,0,3,28,31,manual,LM
2020-02-09,Business World,https://www.bworldonline.com/editors-picks/2020/02/09/277474/more-fiscal-reforms-needed-for-a-rating/,H,0,0,6,6,auto,LM
2020-02-09,Business World,https://www.bworldonline.com/editors-picks/2020/02/09/277474/more-fiscal-reforms-needed-for-a-rating/,F,2,16,302,320,auto,LM
2020-02-09,Business World,https://www.bworldonline.com/editors-picks/2020/02/09/277474/more-fiscal-reforms-needed-for-a-rating/,HP,0,1,27,28,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277479/phl-shares-to-move-sideways-on-easing-concerns/,H,0,2,3,5,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277479/phl-shares-to-move-sideways-on-easing-concerns/,F,3,6,245,254,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277479/phl-shares-to-move-sideways-on-easing-concerns/,HP,0,2,4,6,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277551/peso-to-climb-further-on-us-local-data/,H,0,0,4,4,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277551/peso-to-climb-further-on-us-local-data/,F,11,7,189,207,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277551/peso-to-climb-further-on-us-local-data/,HP,2,1,19,22,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277552/treasury-bill-rates-likely-to-drop-2/,H,0,0,4,4,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277552/treasury-bill-rates-likely-to-drop-2/,F,3,8,224,235,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277552/treasury-bill-rates-likely-to-drop-2/,HP,0,2,21,23,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277553/yields-on-govt-securities-decline-on-bsp-rate-cut/,H,0,2,5,7,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277553/yields-on-govt-securities-decline-on-bsp-rate-cut/,F,2,16,388,406,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277553/yields-on-govt-securities-decline-on-bsp-rate-cut/,HP,0,3,20,23,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277655/bsp-may-cut-rate-again-analysts/,H,0,1,2,3,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277655/bsp-may-cut-rate-again-analysts/,F,2,21,413,436,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277655/bsp-may-cut-rate-again-analysts/,HP,0,3,17,20,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277804/local-stocks-end-lower-as-investors-pocket-gains/,H,1,0,6,7,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277804/local-stocks-end-lower-as-investors-pocket-gains/,F,2,9,233,244,auto,LM
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277804/local-stocks-end-lower-as-investors-pocket-gains/,HP,1,0,20,21,auto,LM
2020-02-10,Inquirer,https://business.inquirer.net/290226/ph-among-economies-most-vulnerable-to-virus,H,0,1,3,4,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290226/ph-among-economies-most-vulnerable-to-virus,F,3,15,324,342,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290226/ph-among-economies-most-vulnerable-to-virus,HP,0,2,23,25,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290236/asia-stocks-decline-amid-warnings-china-virus-still-a-threat,H,0,3,5,8,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290236/asia-stocks-decline-amid-warnings-china-virus-still-a-threat,F,5,16,263,284,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290236/asia-stocks-decline-amid-warnings-china-virus-still-a-threat,HP,0,5,22,27,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290257/moodys-sees-ph-consumer-spending-taking-a-hit-from-coronavirus,H,0,0,8,8,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290257/moodys-sees-ph-consumer-spending-taking-a-hit-from-coronavirus,F,1,13,274,288,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290257/moodys-sees-ph-consumer-spending-taking-a-hit-from-coronavirus,HP,0,0,28,28,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290262/ph-economy-remains-robust-imf,H,0,0,5,5,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290262/ph-economy-remains-robust-imf,F,8,5,194,207,manual,LM
2020-02-10,Inquirer,https://business.inquirer.net/290262/ph-economy-remains-robust-imf,HP,2,1,21,24,manual,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/277806/govt-makes-full-award-of-t-bills-4/,H,0,0,4,4,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/277806/govt-makes-full-award-of-t-bills-4/,F,1,11,325,337,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/277806/govt-makes-full-award-of-t-bills-4/,HP,0,2,20,22,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278021/main-index-inches-higher-on-bargain-hunting/,H,0,0,6,6,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278021/main-index-inches-higher-on-bargain-hunting/,F,2,5,213,220,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278021/main-index-inches-higher-on-bargain-hunting/,HP,0,0,18,18,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278022/peso-climbs-versus-dollar-ahead-of-powell-testimony/,H,0,0,7,7,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278022/peso-climbs-versus-dollar-ahead-of-powell-testimony/,F,6,3,218,227,auto,LM
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278022/peso-climbs-versus-dollar-ahead-of-powell-testimony/,HP,1,0,18,19,auto,LM
2020-02-11,Inquirer,https://business.inquirer.net/290315/asian-stock-markets-rebound-following-wall-street-higher,H,1,0,7,8,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290315/asian-stock-markets-rebound-following-wall-street-higher,F,5,12,231,248,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290315/asian-stock-markets-rebound-following-wall-street-higher,HP,1,0,22,23,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290318/neda-chief-sees-two-sides-of-the-coin-on-coronavirus-impact-on-ph-trade,H,0,0,9,9,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290318/neda-chief-sees-two-sides-of-the-coin-on-coronavirus-impact-on-ph-trade,F,2,7,231,240,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290318/neda-chief-sees-two-sides-of-the-coin-on-coronavirus-impact-on-ph-trade,HP,0,2,32,34,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290325/fitch-changes-ph-economic-outlook-from-stable-to-positive,H,2,0,5,7,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290325/fitch-changes-ph-economic-outlook-from-stable-to-positive,F,12,14,291,317,manual,LM
2020-02-11,Inquirer,https://business.inquirer.net/290325/fitch-changes-ph-economic-outlook-from-stable-to-positive,HP,5,0,20,25,manual,LM
2020-02-11,Philippine Star,https://www.philstar.com/business/2020/02/11/1992026/index-struggles-amid-virus-scare,H,0,0,5,5,auto,LM
2020-02-11,Philippine Star,https://www.philstar.com/business/2020/02/11/1992026/index-struggles-amid-virus-scare,F,3,8,129,140,auto,LM
2020-02-11,Philippine Star,https://www.philstar.com/business/2020/02/11/1992026/index-struggles-amid-virus-scare,HP,0,0,10,10,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278139/ncov-expected-to-dent-consumption-in-2020/,H,0,0,4,4,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278139/ncov-expected-to-dent-consumption-in-2020/,F,6,17,330,353,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278139/ncov-expected-to-dent-consumption-in-2020/,HP,1,2,20,23,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278156/fitch-upgrades-phl-outlook-to-positive/,H,1,0,4,5,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278156/fitch-upgrades-phl-outlook-to-positive/,F,15,4,313,332,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278156/fitch-upgrades-phl-outlook-to-positive/,HP,4,0,14,18,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278219/shares-decline-anew-ahead-of-msci-rebalancing/,H,0,1,5,6,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278219/shares-decline-anew-ahead-of-msci-rebalancing/,F,3,8,223,234,auto,LM
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278219/shares-decline-anew-ahead-of-msci-rebalancing/,HP,0,1,19,20,auto,LM
2020-02-12,Inquirer,https://business.inquirer.net/290354/asian-shares-rise-despite-worries-about-virus-outbreak,H,1,1,5,7,manual,LM
2020-02-12,Inquirer,https://business.inquirer.net/290354/asian-shares-rise-despite-worries-about-virus-outbreak,F,17,18,439,474,manual,LM
2020-02-12,Inquirer,https://business.inquirer.net/290354/asian-shares-rise-despite-worries-about-virus-outbreak,HP,1,1,18,20,manual,LM
2020-02-12,Inquirer,https://business.inquirer.net/290362/amro-chinas-covid-19-cold-to-bring-cough-to-asean-other-countries,H,0,0,8,8,manual,LM
2020-02-12,Inquirer,https://business.inquirer.net/290362/amro-chinas-covid-19-cold-to-bring-cough-to-asean-other-countries,F,2,10,220,232,manual,LM
2020-02-12,Inquirer,https://business.inquirer.net/290362/amro-chinas-covid-19-cold-to-bring-cough-to-asean-other-countries,HP,0,1,29,30,manual,LM
2020-02-12,Philippine Star,https://www.philstar.com/business/2020/02/12/1992306/philippines-economy-grow-63-q1-imf,H,0,0,4,4,auto,LM
2020-02-12,Philippine Star,https://www.philstar.com/business/2020/02/12/1992306/philippines-economy-grow-63-q1-imf,F,2,4,171,177,auto,LM
2020-02-12,Philippine Star,https://www.philstar.com/business/2020/02/12/1992306/philippines-economy-grow-63-q1-imf,HP,0,0,8,8,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278223/malaysias-central-bank-sees-ample-room-for-policy-easing/,H,0,1,7,8,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278223/malaysias-central-bank-sees-ample-room-for-policy-easing/,F,1,19,238,258,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278223/malaysias-central-bank-sees-ample-room-for-policy-easing/,HP,0,4,28,32,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278230/term-deposit-yields-decline-on-bsp-rate-decision-fitch-move/,H,0,1,7,8,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278230/term-deposit-yields-decline-on-bsp-rate-decision-fitch-move/,F,5,5,268,278,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278230/term-deposit-yields-decline-on-bsp-rate-decision-fitch-move/,HP,1,2,25,28,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278251/phl-tourism-to-lose-p23-billion-a-month-due-to-covid-19/,H,0,1,4,5,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278251/phl-tourism-to-lose-p23-billion-a-month-due-to-covid-19/,F,2,55,561,618,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278251/phl-tourism-to-lose-p23-billion-a-month-due-to-covid-19/,HP,0,6,22,28,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278485/pse-index-inches-higher-on-easing-virus-worries/,H,0,2,5,7,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278485/pse-index-inches-higher-on-easing-virus-worries/,F,3,7,231,241,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278485/pse-index-inches-higher-on-easing-virus-worries/,HP,0,3,19,22,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278599/in-the-coronavirus-era-we-dont-know-is-defensible/,H,0,0,5,5,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278599/in-the-coronavirus-era-we-dont-know-is-defensible/,F,2,14,333,349,auto,LM
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278599/in-the-coronavirus-era-we-dont-know-is-defensible/,HP,1,1,16,18,auto,LM
2020-02-13,Inquirer,https://business.inquirer.net/290388/govt-hopeful-on-hitting-2020-growth-target,H,0,0,5,5,manual,LM
2020-02-13,Inquirer,https://business.inquirer.net/290388/govt-hopeful-on-hitting-2020-growth-target,F,1,6,166,173,manual,LM
2020-02-13,Inquirer,https://business.inquirer.net/290388/govt-hopeful-on-hitting-2020-growth-target,HP,0,1,26,27,manual,LM
2020-02-13,Inquirer,https://business.inquirer.net/290402/solid-earnings-send-stock-indexes-higher-on-wall-street,H,0,0,8,8,manual,LM
2020-02-13,Inquirer,https://business.inquirer.net/290402/solid-earnings-send-stock-indexes-higher-on-wall-street,F,21,14,452,487,manual,LM
2020-02-13,Inquirer,https://business.inquirer.net/290402/solid-earnings-send-stock-indexes-higher-on-wall-street,HP,0,0,20,20,manual,LM
2020-02-13,Philippine Star,https://www.philstar.com/business/2020/02/13/1992599/prolonged-virus-outbreak-hurt-aspac-banks-moodys,H,0,2,5,7,auto,LM
2020-02-13,Philippine Star,https://www.philstar.com/business/2020/02/13/1992599/prolonged-virus-outbreak-hurt-aspac-banks-moodys,F,3,29,187,219,auto,LM
2020-02-13,Philippine Star,https://www.philstar.com/business/2020/02/13/1992599/prolonged-virus-outbreak-hurt-aspac-banks-moodys,HP,0,4,10,14,auto,LM
2020-02-14,Business Mirror,https://businessmirror.com.ph/2020/02/14/novel-coronavirus-spurs-best-china-bond-rally-since-2015/,H,1,0,6,7,manual,LM
2020-02-14,Business Mirror,https://businessmirror.com.ph/2020/02/14/novel-coronavirus-spurs-best-china-bond-rally-since-2015/,F,5,16,386,407,manual,LM
2020-02-14,Business Mirror,https://businessmirror.com.ph/2020/02/14/novel-coronavirus-spurs-best-china-bond-rally-since-2015/,HP,1,1,24,26,manual,LM
2020-02-14,Business World,http://bworldonline.com/editors-picks/2020/02/14/278500/coronavirus-may-delay-phl-economic-recovery/,H,0,1,4,5,manual,LM
2020-02-14,Business World,http://bworldonline.com/editors-picks/2020/02/14/278500/coronavirus-may-delay-phl-economic-recovery/,F,4,37,539,580,manual,LM
2020-02-14,Business World,http://bworldonline.com/editors-picks/2020/02/14/278500/coronavirus-may-delay-phl-economic-recovery/,HP,0,2,22,24,manual,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278663/local-shares-down-1-6-as-virus-spooks-investors/,H,0,0,5,5,auto,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278663/local-shares-down-1-6-as-virus-spooks-investors/,F,0,14,210,224,auto,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278663/local-shares-down-1-6-as-virus-spooks-investors/,HP,0,1,16,17,auto,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278674/bsp-eyes-another-rate-cut-in-q2-amid-outbreak/,H,0,1,5,6,auto,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278674/bsp-eyes-another-rate-cut-in-q2-amid-outbreak/,F,2,7,191,200,auto,LM
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278674/bsp-eyes-another-rate-cut-in-q2-amid-outbreak/,HP,0,2,24,26,auto,LM
2020-02-14,Inquirer,https://business.inquirer.net/290440/psei-inches-up-bucking-sluggish-regional-markets,H,0,1,5,6,manual,LM
2020-02-14,Inquirer,https://business.inquirer.net/290440/psei-inches-up-bucking-sluggish-regional-markets,F,7,6,182,195,manual,LM
