dictionary,dv,segment,direction,maxlag,N,ssr_ftest_F,ssr_ftest_p,q_bh,reject_bh,m_tests,alpha_bh,predictor,response
Correa,d_psei_30d_vol_log,F_L,DV→Z,1,66,0.0028966270809879114,0.9572513660215125,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,F_L,DV→Z,2,66,0.005846868262624044,0.9941707673745256,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,F_L,DV→Z,3,66,0.5144158312928905,0.6740264126399518,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,F_L,DV→Z,4,66,0.7567875400086406,0.5580545686473555,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,F_L,DV→Z,5,66,0.5562342587483288,0.7328621605487874,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,HP_L,DV→Z,1,66,0.14617105635442515,0.7035290728945021,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,HP_L,DV→Z,2,66,0.10919691413339012,0.8967346228476403,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,HP_L,DV→Z,3,66,0.12884213337452913,0.942585119891878,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,HP_L,DV→Z,4,66,0.0904499570999824,0.9850650006512407,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,HP_L,DV→Z,5,66,0.31931121546019564,0.8990535634798414,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,H_L,DV→Z,1,66,0.05870943665777389,0.8093471999533867,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,H_L,DV→Z,2,66,0.10684645629938537,0.8988371308687912,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,H_L,DV→Z,3,66,0.07789133056825902,0.971706961290769,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,H_L,DV→Z,4,66,0.09024420217579715,0.9851285777188221,0.9941707673745256,False,15.0,0.05,,
Correa,d_psei_30d_vol_log,H_L,DV→Z,5,66,0.15303646622830303,0.9781746066899368,0.9941707673745256,False,15.0,0.05,,
Correa,cds_logdiff,F_L,Z→DV,1,77,0.027108788619551037,0.8696765297192286,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,F_L,Z→DV,2,77,0.13573588821072094,0.8733024243995298,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,F_L,Z→DV,3,77,0.0009634124888634731,0.9999582516438594,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,F_L,Z→DV,4,77,0.20665518180742193,0.9338259435403115,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,F_L,Z→DV,5,77,0.19444295537313347,0.9635266966552496,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,Z→DV,1,77,0.017526347885509285,0.8950423376940626,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,Z→DV,2,77,0.05140422804966209,0.9499304415640832,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,Z→DV,3,77,0.02706028745960341,0.9939355138670267,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,Z→DV,4,77,0.19116082682017713,0.9421770113155973,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,Z→DV,5,77,0.18157870485300057,0.9685245709801089,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,H_L,Z→DV,1,77,0.20734356694274766,0.6502089934434956,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,H_L,Z→DV,2,77,0.14096712660294228,0.8687637936145036,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,H_L,Z→DV,3,77,0.27427159054969813,0.8437513415217477,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,H_L,Z→DV,4,77,0.1484145319554031,0.9630551637572351,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,H_L,Z→DV,5,77,0.463774216737575,0.801681131504732,0.9999582516438594,False,15.0,0.05,,
Correa,cds_logdiff,F_L,DV→Z,1,77,1.1066707674948126,0.29627666249410367,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,F_L,DV→Z,2,77,0.8599743558027179,0.42759482392022585,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,F_L,DV→Z,3,77,0.6696957988528164,0.5736116058307573,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,F_L,DV→Z,4,77,1.1217006467667239,0.35416016264170574,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,F_L,DV→Z,5,77,1.3723412467284366,0.24722283525173325,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,DV→Z,1,77,1.5747149583945994,0.21352624659208524,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,DV→Z,2,77,0.7633515667286752,0.4699418612458208,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,DV→Z,3,77,0.520221204757935,0.6698222238389199,0.6698222238389199,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,DV→Z,4,77,0.7739067922302578,0.5462170465535603,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,HP_L,DV→Z,5,77,0.6788004308088744,0.6411542786877376,0.6698222238389199,False,15.0,0.05,,
Correa,cds_logdiff,H_L,DV→Z,1,77,1.9919440912520214,0.16238574573242043,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,H_L,DV→Z,2,77,1.0606945140238482,0.3517130755775374,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,H_L,DV→Z,3,77,0.7045293310610656,0.5526558833063852,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,H_L,DV→Z,4,77,1.1182035186325245,0.35577946497182444,0.6618595451893353,False,15.0,0.05,,
Correa,cds_logdiff,H_L,DV→Z,5,77,1.2095562015409034,0.3154944156807696,0.6618595451893353,False,15.0,0.05,,
Correa,fx_ret,F_L,Z→DV,1,67,0.5446486687021966,0.4632527516863898,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,F_L,Z→DV,2,67,0.6237141864466543,0.539388592402698,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,F_L,Z→DV,3,67,0.3555500287292545,0.7852920220552722,0.8789139315720905,False,15.0,0.05,,
Correa,fx_ret,F_L,Z→DV,4,67,0.29609630483422145,0.879242710805662,0.879242710805662,False,15.0,0.05,,
Correa,fx_ret,F_L,Z→DV,5,67,0.4654409803443719,0.8001367886573585,0.8789139315720905,False,15.0,0.05,,
Correa,fx_ret,HP_L,Z→DV,1,67,1.9449798005382868,0.16802719236497868,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,HP_L,Z→DV,2,67,0.9678932616814638,0.38573389195858265,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,HP_L,Z→DV,3,67,0.8105223545466964,0.49330051714144274,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,HP_L,Z→DV,4,67,0.6826541993474372,0.6070292956236953,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,HP_L,Z→DV,5,67,0.8909185668326638,0.494187121707254,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,H_L,Z→DV,1,67,1.5972759301142434,0.21094615993792887,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,H_L,Z→DV,2,67,0.7815787909522699,0.4622861785410127,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,H_L,Z→DV,3,67,0.5655918113885732,0.6399313917018633,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,H_L,Z→DV,4,67,0.38230812467393405,0.8203196694672845,0.8789139315720905,False,15.0,0.05,,
Correa,fx_ret,H_L,Z→DV,5,67,0.6948468757934186,0.629718126264482,0.8726337159570864,False,15.0,0.05,,
Correa,fx_ret,F_L,DV→Z,1,67,2.0857110517658413,0.15363803234508414,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,F_L,DV→Z,2,67,1.4053384205622739,0.253240586872409,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,F_L,DV→Z,3,67,0.6746830832741884,0.5711185830353139,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,F_L,DV→Z,4,67,0.633519922151324,0.640756962113681,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,F_L,DV→Z,5,67,0.549617350142474,0.7378311055780638,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,HP_L,DV→Z,1,67,0.005200426402417169,0.9427396537190025,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,HP_L,DV→Z,2,67,0.0733710989656077,0.9293391628296487,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,HP_L,DV→Z,3,67,0.3876721494579432,0.762295649654093,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,HP_L,DV→Z,4,67,0.5189891889331052,0.722093641585065,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,HP_L,DV→Z,5,67,0.170348360086723,0.9724083307431901,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,H_L,DV→Z,1,67,0.04510063404813943,0.8325047184686623,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,H_L,DV→Z,2,67,0.14709585960486604,0.8635215594296003,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,H_L,DV→Z,3,67,0.500643383448311,0.683340456304029,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,H_L,DV→Z,4,67,0.44264511895994957,0.7772256034360835,0.9724083307431901,False,15.0,0.05,,
Correa,fx_ret,H_L,DV→Z,5,67,0.24520445583734532,0.9403210391229441,0.9724083307431901,False,15.0,0.05,,
Correa,d_vix_log,F_L,Z→DV,1,70,0.2597689259157526,0.6119790400341034,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,F_L,Z→DV,2,70,0.09215875031785314,0.9120830773868787,0.9120830773868787,False,15.0,0.05,,
Correa,d_vix_log,F_L,Z→DV,3,70,0.8579398735697032,0.467939905203266,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,F_L,Z→DV,4,70,0.670932980577962,0.614842630341468,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,F_L,Z→DV,5,70,0.5237829224011143,0.7571977645232155,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,HP_L,Z→DV,1,70,0.48916541324984736,0.4867575265575048,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,HP_L,Z→DV,2,70,2.2353358771403857,0.11537287979558768,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,HP_L,Z→DV,3,70,1.0506857171779609,0.3768554222155193,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,HP_L,Z→DV,4,70,1.1532924633900383,0.3410515375046652,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,HP_L,Z→DV,5,70,0.9209087965882828,0.47463755295319143,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,H_L,Z→DV,1,70,0.559408622474813,0.45715544524758056,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,H_L,Z→DV,2,70,0.9852890332018354,0.37900966581346374,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,H_L,Z→DV,3,70,0.5647216230235115,0.6403893603396511,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,H_L,Z→DV,4,70,0.5181747978220128,0.7226638072153546,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,H_L,Z→DV,5,70,0.5677070713849312,0.7243049544080026,0.8112833191320166,False,15.0,0.05,,
Correa,d_vix_log,F_L,DV→Z,1,70,6.241162342122105,0.014980312393416127,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,F_L,DV→Z,2,70,4.215432469008003,0.01913467882083779,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,F_L,DV→Z,3,70,4.312794505328286,0.008057198606413097,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,F_L,DV→Z,4,70,3.5379329291901405,0.011999860991676197,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,F_L,DV→Z,5,70,3.0734911517430024,0.016341418421050902,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,HP_L,DV→Z,1,70,7.832109139879247,0.006721808480967616,0.04783669705209447,True,15.0,0.05,,
Correa,d_vix_log,HP_L,DV→Z,2,70,3.7896545720969326,0.02791830920263076,0.05982494829135163,False,15.0,0.05,,
Correa,d_vix_log,HP_L,DV→Z,3,70,3.1205933992683685,0.032501503700465104,0.06094031943837207,False,15.0,0.05,,
Correa,d_vix_log,HP_L,DV→Z,4,70,2.285420966008607,0.07120913469426818,0.09710336549218389,False,15.0,0.05,,
Correa,d_vix_log,HP_L,DV→Z,5,70,1.7292877393788146,0.1436018553828279,0.1656944485186476,False,15.0,0.05,,
Correa,d_vix_log,H_L,DV→Z,1,70,4.271606837497493,0.042681037354813704,0.07113506225802284,False,15.0,0.05,,
Correa,d_vix_log,H_L,DV→Z,2,70,2.2796887309102134,0.11069542659583877,0.13836928324479844,False,15.0,0.05,,
Correa,d_vix_log,H_L,DV→Z,3,70,2.5511584134136402,0.0639921031733974,0.0959881547600961,False,15.0,0.05,,
Correa,d_vix_log,H_L,DV→Z,4,70,1.6580927964293184,0.17236815819584378,0.18468016949554691,False,15.0,0.05,,
Correa,d_vix_log,H_L,DV→Z,5,70,1.2903540580580433,0.28169373281249566,0.28169373281249566,False,15.0,0.05,,
