date,psei_ret,fx_ret,cds_chg,psei_10d_vol_log,psei_30d_vol_log,vix_log
2020-03-06,-0.01675465803567633,0.001007536855384572,9.071999999999996,3.3727979071404572,3.123685637864452,3.7362400254737738
2020-03-09,-0.07000800585284317,-0.0011656740001528831,35.873,3.772531026609547,3.4048573424936426,3.9974664872456134
2020-03-10,0.0009136261393578593,-0.0014837531778923996,-18.908999999999992,3.721104601408673,3.402529826895934,3.856510295497887
2020-03-11,0.005505693874431117,0.000633337312861304,10.513999999999996,3.711618941083426,3.407841924380824,3.9871304779149512
2020-03-12,-0.10215920847370619,0.0060754487017464776,46.17,4.162781723775329,3.733613785454107,4.323735226296777
2020-03-13,0.010003543028219042,0.0032983891371412,-20.165000000000006,4.186923743515194,3.733613785454107,4.057507672170127
2020-03-16,-0.08245429324305498,0.009209102426339655,12.314000000000007,4.28496492183075,3.8600979325632268,4.415098675734075
2020-03-17,0.0,,5.5730000000000075,,,4.3295484280286765
2020-03-18,,,10.792999999999978,,,4.336636932375072
2020-03-19,,-0.0005869118822490194,12.419000000000011,4.514698282824016,4.118223836012044,4.276666119016055
2020-03-20,0.03304639358533201,-0.004314578177792239,-8.853999999999985,4.581389657322688,4.133565275375382,4.190260619051927
2020-03-23,-0.007433452770353455,0.00851318806581114,25.63899999999998,4.590158065867588,4.118711918670395,4.120499519698952
2020-03-24,0.006493018292363928,-0.007275746465404076,-41.81299999999999,4.599152113662528,4.121635422458004,4.1217975890034015
2020-03-25,0.05173387201897661,0.004739159739460597,-25.454000000000008,4.6828716936519434,4.172385267224964,4.158101528024852
2020-03-26,0.0717161784206084,-0.0013293974705224088,-1.867999999999995,4.7832326858616625,4.242908235180575,4.110873864173311
2020-03-27,-0.025302152662709076,-0.001801414205303331,-3.6370000000000005,4.6871187686352584,4.244630641232919,4.182660643270669
2020-03-30,-0.026057225962233588,-0.0017653986538790356,17.226,4.683704063642198,4.24448722065182,4.0444537926086355
2020-03-31,0.03637272515886458,-0.004644123505287645,-11.018,4.627322990629224,4.265914077990263,3.9804290380922063
2020-04-01,0.016271008326556924,0.004153181377502424,9.459000000000003,4.000583182407627,4.2698373000603045,4.044103345785354
2020-04-02,-0.012317531445127372,-0.0009826079202706062,0.0759999999999934,4.022490458454117,4.268997904375876,3.9300593679142444
2020-04-03,0.000871901787045104,-0.0025987335962431857,6.2450000000000045,4.008423499714461,4.26619481914876,3.845883202923601
2020-04-06,0.04101042745612915,0.00017740107472707933,-13.854,4.039008017182635,4.288539791580417,3.81198165124792
2020-04-07,0.014117383287521434,-0.0009662312804969986,-6.653000000000006,3.966132331075178,4.293195420967266,3.8437441646748516
2020-04-08,-0.02494278494251212,-0.0016783331184870853,-0.10599999999999454,3.7459684210980635,4.293195420967266,3.769306703226551
2020-04-09,,,-10.570999999999998,,,3.7297814454343623
2020-04-10,,,7.048999999999992,,,
2020-04-13,,,-12.817999999999998,3.676300671907076,4.29073337622749,3.7177098357818132
2020-04-14,0.029830354910988177,0.00033579915575643327,-4.825999999999993,3.56953269648137,4.300274132801622,3.6312503412773
2020-04-15,0.0281715544874217,-0.00047410217789822795,6.622,3.526654599019104,4.306359755748467,3.7096619932964647
2020-04-16,-0.07333510098967011,0.003373083649083508,0.6299999999999955,4.0427003290697625,4.343415735546226,3.6916256797819615
2020-04-17,0.04673473676764495,0.002497813254730641,-2.8170000000000073,4.1067670822206574,4.36386266404621,3.641525757730466
