dictionary,dv,segment,lag_k,family,add_ar1,beta,se_hac_q4,t,p,q_bh,reject_bh,R2,R2_adj,sample_N,sample_start,sample_end,nw_lag_fixed,nw_lag_auto_suggest,lb_m5_p,lb_m10_p,m_tests,alpha_bh,N,const
LM,cds_logdiff,H_L,2,prediction_k1_5,True,0.0012765210769434907,0.008353984362394843,0.15280386239286056,0.8785529517589283,0.9425911556781539,False,0.013442816653319367,-0.014744531442300035,73,2020-01-08,2020-04-17,4,3,0.18691268510610998,0.49068869794381953,15.0,0.05,73,0.01293192996437099
LM,cds_logdiff,H_L,3,prediction_k1_5,True,-0.0008286249496095647,0.0119671567975556,-0.06924158876056666,0.944797319482747,0.944797319482747,False,0.013370824417412774,-0.014818580599232467,73,2020-01-08,2020-04-17,4,3,0.18635289019770632,0.48532142627328334,15.0,0.05,73,0.012937595099713909
LM,cds_logdiff,H_L,4,prediction_k1_5,True,0.009684036924275111,0.00846881255548664,1.1434940684808488,0.25283351603284854,0.7840591945222288,False,0.020810575010524524,-0.0071662657034603505,73,2020-01-08,2020-04-17,4,3,0.14542429979347468,0.4058415671359158,15.0,0.05,73,0.013098578223410921
LM,cds_logdiff,H_L,5,prediction_k1_5,True,0.010287039917763204,0.007952263177205057,1.293599028167317,0.19580395833497788,0.7840591945222288,False,0.021678161594666845,-0.006273890931199677,73,2020-01-08,2020-04-17,4,3,0.1895316031006221,0.4790210396386082,15.0,0.05,73,0.01334000881621117
LM,cds_logdiff,F_L,0,diagnostic_k0,True,-0.023595240274778446,0.016092723917521104,-1.4662054973234773,0.14259231141889342,0.14259231141889342,False,0.05321322392657468,0.027273860198535504,76,2020-01-03,2020-04-17,4,3,0.30349481426316693,0.6641194678728921,1.0,0.05,76,0.012733155256641296
LM,cds_logdiff,HP_L,0,diagnostic_k0,True,-0.022598197149045235,0.011899486242599639,-1.8990901529970832,0.05755262358439256,0.05755262358439256,False,0.05439232003109795,0.028485260305922466,76,2020-01-03,2020-04-17,4,3,0.12087837749120693,0.35579121245959755,1.0,0.05,76,0.01357061895671316
LM,cds_logdiff,H_L,0,diagnostic_k0,True,-0.015644195240093455,0.009149969140667437,-1.7097538799953047,0.08731139471086571,0.08731139471086571,False,0.03288317279985031,0.006386821369709139,76,2020-01-03,2020-04-17,4,3,0.15153476149587397,0.41341060264122487,1.0,0.05,76,0.01401389834286991
LM,fx_ret,F_L,1,prediction_k1_5,False,0.0003850960332362968,0.0003150310707082594,1.2224065149209438,0.22155393678724133,0.5032946192830733,False,0.014502076955548726,-0.0013930508354909055,64,2020-01-08,2020-04-17,4,3,0.13375037748613186,0.14918138517737087,15.0,0.05,64,0.00018733042878779874
LM,fx_ret,F_L,2,prediction_k1_5,False,-0.00039850507261005453,0.0003153502687419177,-1.2636902901649043,0.20634121158877317,0.5032946192830733,False,0.0157348812158713,-0.00014036263548566907,64,2020-01-08,2020-04-17,4,3,0.13931472292685773,0.13049704351705804,15.0,0.05,64,0.00015901433210694627
LM,fx_ret,F_L,3,prediction_k1_5,False,0.0003287329549270014,0.00035118667351330315,0.9360632954500444,0.34924059970177346,0.5032946192830733,False,0.011851297251245119,-0.0040865850511542234,64,2020-01-08,2020-04-17,4,3,0.13296838076659426,0.15729458767973795,15.0,0.05,64,0.00018628822575439017
